task_id,field,db,api,dom,verdict
t_959aacc4,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_959aacc4,priority,200,200,NULL,OMITTED_NONZERO
t_959aacc4,cost_effective_usd,0.4303145,0.4303145,"$0,43",MATCH
t_959aacc4,comment_count,4,4,NULL,OMITTED_NONZERO
t_959aacc4,link_parents,0,0,NULL,IMPLICIT_ZERO
t_959aacc4,link_children,0,0,NULL,IMPLICIT_ZERO
t_959aacc4,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_959aacc4,created_at,1783883217,1783883217,NULL,OMITTED_NON_NULL
t_959aacc4,started_at,1783883655,1783883655,NULL,OMITTED_NON_NULL
t_959aacc4,completed_at,1783883686,1783883686,NULL,OMITTED_NON_NULL
t_959aacc4,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_959aacc4,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_1d57ad26,title,RCA-Fix: Visual Gate baut fehlendes web_dist + finale Branch-Reapplikation,RCA-Fix: Visual Gate baut fehlendes web_dist + finale Branch-Reapplikation,RCA-Fix: Visual Gate baut fehlendes web_dist + finale Branch-Reapplikation,MATCH
t_1d57ad26,status,done,done,done,MATCH
t_1d57ad26,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_1d57ad26,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_1d57ad26,priority,110,110,NULL,OMITTED_NONZERO
t_1d57ad26,cost_effective_usd,4.623668,4.623668,"$4,62",MATCH
t_1d57ad26,comment_count,3,3,NULL,OMITTED_NONZERO
t_1d57ad26,link_parents,0,0,NULL,IMPLICIT_ZERO
t_1d57ad26,link_children,1,1,1,MATCH
t_1d57ad26,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_1d57ad26,created_at,1783844471,1783844471,NULL,OMITTED_NON_NULL
t_1d57ad26,started_at,1783844494,1783844494,NULL,OMITTED_NON_NULL
t_1d57ad26,completed_at,1783845986,1783845986,NULL,OMITTED_NON_NULL
t_1d57ad26,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_1d57ad26,last_heartbeat_at,1783845883,1783845883,NULL,OMITTED_NON_NULL
t_6b7b354f,title,Review R2: Visual-Gate-RCA + finale Runtime-Konvergenz,Review R2: Visual-Gate-RCA + finale Runtime-Konvergenz,Review R2: Visual-Gate-RCA + finale Runtime-Konvergenz,MATCH
t_6b7b354f,status,done,done,done,MATCH
t_6b7b354f,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_6b7b354f,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_6b7b354f,priority,110,110,NULL,OMITTED_NONZERO
t_6b7b354f,cost_effective_usd,5.8012559999999995,5.8012559999999995,"$5,80",MATCH
t_6b7b354f,comment_count,11,11,NULL,OMITTED_NONZERO
t_6b7b354f,link_parents,1,1,NULL,OMITTED_NONZERO
t_6b7b354f,link_children,0,0,NULL,IMPLICIT_ZERO
t_6b7b354f,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_6b7b354f,created_at,1783844475,1783844475,NULL,OMITTED_NON_NULL
t_6b7b354f,started_at,1783846004,1783846004,NULL,OMITTED_NON_NULL
t_6b7b354f,completed_at,1783848334,1783848334,NULL,OMITTED_NON_NULL
t_6b7b354f,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_6b7b354f,last_heartbeat_at,1783848235,1783848235,NULL,OMITTED_NON_NULL
t_bc00c205,title,Revision: Retention-Reaper scannt alle aktiven Playwright-Revisionen fail-closed,Revision: Retention-Reaper scannt alle aktiven Playwright-Revisionen fail-closed,Revision: Retention-Reaper scannt alle aktiven Playwright-Revisionen fail-closed,MATCH
t_bc00c205,status,done,done,done,MATCH
t_bc00c205,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_bc00c205,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_bc00c205,priority,101,101,NULL,OMITTED_NONZERO
t_bc00c205,cost_effective_usd,2.7594855000000003,2.7594855000000003,"$2,76",MATCH
t_bc00c205,comment_count,3,3,NULL,OMITTED_NONZERO
t_bc00c205,link_parents,1,1,NULL,OMITTED_NONZERO
t_bc00c205,link_children,1,1,1,MATCH
t_bc00c205,progress,"{""done"": 0, ""total"": 1}","{""done"": 0, ""total"": 1}",0/1,MATCH
t_bc00c205,created_at,1783816067,1783816067,NULL,OMITTED_NON_NULL
t_bc00c205,started_at,1783816074,1783816074,NULL,OMITTED_NON_NULL
t_bc00c205,completed_at,1783816747,1783816747,NULL,OMITTED_NON_NULL
t_bc00c205,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_bc00c205,last_heartbeat_at,1783816648,1783816648,NULL,OMITTED_NON_NULL
t_0f25b22d,title,Release-Gate: Frontend-Validierung darf nicht vom zufälligen node_modules-Zustand des Live-Checkouts abhängen,Release-Gate: Frontend-Validierung darf nicht vom zufälligen node_modules-Zustand des Live-Checkouts abhängen,Release-Gate: Frontend-Validierung darf nicht vom zufälligen node_modules-Zustand des Live-Checkouts abhängen,MATCH
t_0f25b22d,status,done,done,done,MATCH
t_0f25b22d,assignee,default,default,D,PARTIAL_INITIAL_ONLY
t_0f25b22d,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_0f25b22d,priority,100,100,NULL,OMITTED_NONZERO
t_0f25b22d,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_0f25b22d,comment_count,2,2,NULL,OMITTED_NONZERO
t_0f25b22d,link_parents,2,2,NULL,OMITTED_NONZERO
t_0f25b22d,link_children,2,2,2,MATCH
t_0f25b22d,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_0f25b22d,created_at,1783813256,1783813256,NULL,OMITTED_NON_NULL
t_0f25b22d,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_0f25b22d,completed_at,1783829248,1783829248,NULL,OMITTED_NON_NULL
t_0f25b22d,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_0f25b22d,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_bf3fa0a4,title,Review: hostunabhängiger visual_gate Baseline-Fix,Review: hostunabhängiger visual_gate Baseline-Fix,Review: hostunabhängiger visual_gate Baseline-Fix,MATCH
t_bf3fa0a4,status,done,done,done,MATCH
t_bf3fa0a4,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_bf3fa0a4,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_bf3fa0a4,priority,100,100,NULL,OMITTED_NONZERO
t_bf3fa0a4,cost_effective_usd,0.7157979999999998,0.7157979999999998,"$0,72",MATCH
t_bf3fa0a4,comment_count,1,1,NULL,OMITTED_NONZERO
t_bf3fa0a4,link_parents,1,1,NULL,OMITTED_NONZERO
t_bf3fa0a4,link_children,1,1,1,MATCH
t_bf3fa0a4,progress,"{""done"": 0, ""total"": 1}","{""done"": 0, ""total"": 1}",0/1,MATCH
t_bf3fa0a4,created_at,1783815399,1783815399,NULL,OMITTED_NON_NULL
t_bf3fa0a4,started_at,1783818136,1783818136,NULL,OMITTED_NON_NULL
t_bf3fa0a4,completed_at,1783818215,1783818215,NULL,OMITTED_NON_NULL
t_bf3fa0a4,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_bf3fa0a4,last_heartbeat_at,1783818196,1783818196,NULL,OMITTED_NON_NULL
t_1f8f0a9d,title,Test-Harness: visual_gate chromium-shot hostunabhängig machen,Test-Harness: visual_gate chromium-shot hostunabhängig machen,Test-Harness: visual_gate chromium-shot hostunabhängig machen,MATCH
t_1f8f0a9d,status,done,done,done,MATCH
t_1f8f0a9d,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_1f8f0a9d,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_1f8f0a9d,priority,100,100,NULL,OMITTED_NONZERO
t_1f8f0a9d,cost_effective_usd,1.09389,1.09389,"$1,09",MATCH
t_1f8f0a9d,comment_count,1,1,NULL,OMITTED_NONZERO
t_1f8f0a9d,link_parents,0,0,NULL,IMPLICIT_ZERO
t_1f8f0a9d,link_children,1,1,1,MATCH
t_1f8f0a9d,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_1f8f0a9d,created_at,1783817903,1783817903,NULL,OMITTED_NON_NULL
t_1f8f0a9d,started_at,1783817923,1783817923,NULL,OMITTED_NON_NULL
t_1f8f0a9d,completed_at,1783818101,1783818101,NULL,OMITTED_NON_NULL
t_1f8f0a9d,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_1f8f0a9d,last_heartbeat_at,1783818051,1783818051,NULL,OMITTED_NON_NULL
t_09d26682,title,Completion retry: Integrator darf revertierte Acceptance-Commits nicht als enthalten überspringen,Completion retry: Integrator darf revertierte Acceptance-Commits nicht als enthalten überspringen,Completion retry: Integrator darf revertierte Acceptance-Commits nicht als enthalten überspringen,MATCH
t_09d26682,status,done,done,done,MATCH
t_09d26682,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_09d26682,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_09d26682,priority,100,100,NULL,OMITTED_NONZERO
t_09d26682,cost_effective_usd,1.972291,1.972291,"$1,97",MATCH
t_09d26682,comment_count,3,3,NULL,OMITTED_NONZERO
t_09d26682,link_parents,0,0,NULL,IMPLICIT_ZERO
t_09d26682,link_children,1,1,1,MATCH
t_09d26682,progress,"{""done"": 0, ""total"": 1}","{""done"": 0, ""total"": 1}",0/1,MATCH
t_09d26682,created_at,1783818348,1783818348,NULL,OMITTED_NON_NULL
t_09d26682,started_at,1783818363,1783818363,NULL,OMITTED_NON_NULL
t_09d26682,completed_at,1783819052,1783819052,NULL,OMITTED_NON_NULL
t_09d26682,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_09d26682,last_heartbeat_at,1783818986,1783818986,NULL,OMITTED_NON_NULL
t_0bbaf6dd,title,Runtime-Konvergenz: erledigte Branches sauber auf current main integrieren,Runtime-Konvergenz: erledigte Branches sauber auf current main integrieren,Runtime-Konvergenz: erledigte Branches sauber auf current main integrieren,MATCH
t_0bbaf6dd,status,done,done,done,MATCH
t_0bbaf6dd,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_0bbaf6dd,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_0bbaf6dd,priority,100,100,NULL,OMITTED_NONZERO
t_0bbaf6dd,cost_effective_usd,7.8384008000000005,7.8384008000000005,"$7,84",MATCH
t_0bbaf6dd,comment_count,2,2,NULL,OMITTED_NONZERO
t_0bbaf6dd,link_parents,0,0,NULL,IMPLICIT_ZERO
t_0bbaf6dd,link_children,1,1,1,MATCH
t_0bbaf6dd,progress,"{""done"": 0, ""total"": 1}","{""done"": 0, ""total"": 1}",0/1,MATCH
t_0bbaf6dd,created_at,1783840698,1783840698,NULL,OMITTED_NON_NULL
t_0bbaf6dd,started_at,1783840749,1783840749,NULL,OMITTED_NON_NULL
t_0bbaf6dd,completed_at,1783842029,1783842029,NULL,OMITTED_NON_NULL
t_0bbaf6dd,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_0bbaf6dd,last_heartbeat_at,1783842020,1783842020,NULL,OMITTED_NON_NULL
t_0c5cae3b,title,Bug: respec einer review-gated BLOCKED-Karte darf nicht an terminal review authority scheitern,Bug: respec einer review-gated BLOCKED-Karte darf nicht an terminal review authority scheitern,Bug: respec einer review-gated BLOCKED-Karte darf nicht an terminal review authority scheitern,MATCH
t_0c5cae3b,status,done,done,done,MATCH
t_0c5cae3b,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_0c5cae3b,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_0c5cae3b,priority,96,96,NULL,OMITTED_NONZERO
t_0c5cae3b,cost_effective_usd,3.2472850000000006,3.2472850000000006,"$3,25",MATCH
t_0c5cae3b,comment_count,1,1,NULL,OMITTED_NONZERO
t_0c5cae3b,link_parents,0,0,NULL,IMPLICIT_ZERO
t_0c5cae3b,link_children,1,1,1,MATCH
t_0c5cae3b,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_0c5cae3b,created_at,1783814229,1783814229,NULL,OMITTED_NON_NULL
t_0c5cae3b,started_at,1783814244,1783814244,NULL,OMITTED_NON_NULL
t_0c5cae3b,completed_at,1783814660,1783814660,NULL,OMITTED_NON_NULL
t_0c5cae3b,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_0c5cae3b,last_heartbeat_at,1783814614,1783814614,NULL,OMITTED_NON_NULL
t_da32d544,title,Live proof v2 scout: line-map advisory scout context,Live proof v2 scout: line-map advisory scout context,Live proof v2 scout: line-map advisory scout context,MATCH
t_da32d544,status,done,done,done,MATCH
t_da32d544,assignee,scout,scout,S,PARTIAL_INITIAL_ONLY
t_da32d544,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_da32d544,priority,95,95,NULL,OMITTED_NONZERO
t_da32d544,cost_effective_usd,0.1816995,0.1816995,"$0,18",MATCH
t_da32d544,comment_count,1,1,NULL,OMITTED_NONZERO
t_da32d544,link_parents,0,0,NULL,IMPLICIT_ZERO
t_da32d544,link_children,1,1,1,MATCH
t_da32d544,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_da32d544,created_at,1783091352,1783091352,NULL,OMITTED_NON_NULL
t_da32d544,started_at,1783091353,1783091353,NULL,OMITTED_NON_NULL
t_da32d544,completed_at,1783091398,1783091398,NULL,OMITTED_NON_NULL
t_da32d544,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_da32d544,last_heartbeat_at,1783091357,1783091357,NULL,OMITTED_NON_NULL
t_74fac4ea,title,PlanSpec-Registry: bereits ingestierte Ketten korrekt als aktiv/abgeschlossen anzeigen,PlanSpec-Registry: bereits ingestierte Ketten korrekt als aktiv/abgeschlossen anzeigen,PlanSpec-Registry: bereits ingestierte Ketten korrekt als aktiv/abgeschlossen anzeigen,MATCH
t_74fac4ea,status,done,done,done,MATCH
t_74fac4ea,assignee,default,default,D,PARTIAL_INITIAL_ONLY
t_74fac4ea,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_74fac4ea,priority,95,95,NULL,OMITTED_NONZERO
t_74fac4ea,cost_effective_usd,NULL,NULL,NULL,IMPLICIT_ZERO_OR_NULL
t_74fac4ea,comment_count,2,2,NULL,OMITTED_NONZERO
t_74fac4ea,link_parents,4,4,NULL,OMITTED_NONZERO
t_74fac4ea,link_children,0,0,NULL,IMPLICIT_ZERO
t_74fac4ea,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_74fac4ea,created_at,1783813250,1783813250,NULL,OMITTED_NON_NULL
t_74fac4ea,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_74fac4ea,completed_at,1783824066,1783824066,NULL,OMITTED_NON_NULL
t_74fac4ea,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_74fac4ea,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_cebe53ea,title,Review: respec-Fix erhält terminale Review-Authority,Review: respec-Fix erhält terminale Review-Authority,Review: respec-Fix erhält terminale Review-Authority,MATCH
t_cebe53ea,status,done,done,done,MATCH
t_cebe53ea,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_cebe53ea,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_cebe53ea,priority,95,95,NULL,OMITTED_NONZERO
t_cebe53ea,cost_effective_usd,1.2014920000000002,1.2014920000000002,"$1,20",MATCH
t_cebe53ea,comment_count,2,2,NULL,OMITTED_NONZERO
t_cebe53ea,link_parents,1,1,NULL,OMITTED_NONZERO
t_cebe53ea,link_children,0,0,NULL,IMPLICIT_ZERO
t_cebe53ea,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_cebe53ea,created_at,1783814386,1783814386,NULL,OMITTED_NON_NULL
t_cebe53ea,started_at,1783814855,1783814855,NULL,OMITTED_NON_NULL
t_cebe53ea,completed_at,1783815155,1783815155,NULL,OMITTED_NON_NULL
t_cebe53ea,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_cebe53ea,last_heartbeat_at,1783815160,1783815160,NULL,OMITTED_NON_NULL
t_8489a017,title,Review: sichere idempotente Retention,Review: sichere idempotente Retention,Review: sichere idempotente Retention,MATCH
t_8489a017,status,done,done,done,MATCH
t_8489a017,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_8489a017,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_8489a017,priority,95,95,NULL,OMITTED_NONZERO
t_8489a017,cost_effective_usd,1.70283,1.70283,"$1,70",MATCH
t_8489a017,comment_count,1,1,NULL,OMITTED_NONZERO
t_8489a017,link_parents,1,1,NULL,OMITTED_NONZERO
t_8489a017,link_children,0,0,NULL,IMPLICIT_ZERO
t_8489a017,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_8489a017,created_at,1783814395,1783814395,NULL,OMITTED_NON_NULL
t_8489a017,started_at,1783815648,1783815648,NULL,OMITTED_NON_NULL
t_8489a017,completed_at,1783816023,1783816023,NULL,OMITTED_NON_NULL
t_8489a017,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_8489a017,last_heartbeat_at,1783815951,1783815951,NULL,OMITTED_NON_NULL
t_8d1c0b49,title,"Retention: outputs >14d, stale Playwright binaries und kanban backups idempotent bereinigen","Retention: outputs >14d, stale Playwright binaries und kanban backups idempotent bereinigen","Retention: outputs >14d, stale Playwright binaries und kanban backups idempotent bereinigen",MATCH
t_8d1c0b49,status,done,done,done,MATCH
t_8d1c0b49,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_8d1c0b49,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_8d1c0b49,priority,92,92,NULL,OMITTED_NONZERO
t_8d1c0b49,cost_effective_usd,2.0138689999999997,2.0138689999999997,"$2,01",MATCH
t_8d1c0b49,comment_count,2,2,NULL,OMITTED_NONZERO
t_8d1c0b49,link_parents,1,1,NULL,OMITTED_NONZERO
t_8d1c0b49,link_children,4,4,4,MATCH
t_8d1c0b49,progress,"{""done"": 2, ""total"": 4}","{""done"": 2, ""total"": 4}",2/4,MATCH
t_8d1c0b49,created_at,1783814185,1783814185,NULL,OMITTED_NON_NULL
t_8d1c0b49,started_at,1783815220,1783815220,NULL,OMITTED_NON_NULL
t_8d1c0b49,completed_at,1783815565,1783815565,NULL,OMITTED_NON_NULL
t_8d1c0b49,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_8d1c0b49,last_heartbeat_at,1783815532,1783815532,NULL,OMITTED_NON_NULL
t_69536fff,title,Defect: BLOCKED tasks dürfen serialize_by_repo nicht dauerhaft belegen,Defect: BLOCKED tasks dürfen serialize_by_repo nicht dauerhaft belegen,Defect: BLOCKED tasks dürfen serialize_by_repo nicht dauerhaft belegen,MATCH
t_69536fff,status,done,done,done,MATCH
t_69536fff,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_69536fff,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_69536fff,priority,90,90,NULL,OMITTED_NONZERO
t_69536fff,cost_effective_usd,4.299729999999999,4.299729999999999,"$4,30",MATCH
t_69536fff,comment_count,2,2,NULL,OMITTED_NONZERO
t_69536fff,link_parents,0,0,NULL,IMPLICIT_ZERO
t_69536fff,link_children,1,1,1,MATCH
t_69536fff,progress,"{""done"": 0, ""total"": 1}","{""done"": 0, ""total"": 1}",0/1,MATCH
t_69536fff,created_at,1783818397,1783818397,NULL,OMITTED_NON_NULL
t_69536fff,started_at,1783818438,1783818438,NULL,OMITTED_NON_NULL
t_69536fff,completed_at,1783819485,1783819485,NULL,OMITTED_NON_NULL
t_69536fff,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_69536fff,last_heartbeat_at,1783819408,1783819408,NULL,OMITTED_NON_NULL
t_58323d4a,title,Backend contract projection: model-agnostic Loop autoland,Backend contract projection: model-agnostic Loop autoland,Backend contract projection: model-agnostic Loop autoland,MATCH
t_58323d4a,status,done,done,done,MATCH
t_58323d4a,assignee,research,research,R,PARTIAL_INITIAL_ONLY
t_58323d4a,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_58323d4a,priority,90,90,NULL,OMITTED_NONZERO
t_58323d4a,cost_effective_usd,6.3780719999999995,6.3780719999999995,"$6,38",MATCH
t_58323d4a,comment_count,1,1,NULL,OMITTED_NONZERO
t_58323d4a,link_parents,0,0,NULL,IMPLICIT_ZERO
t_58323d4a,link_children,1,1,1,MATCH
t_58323d4a,progress,"{""done"": 0, ""total"": 1}","{""done"": 0, ""total"": 1}",0/1,MATCH
t_58323d4a,created_at,1783820783,1783820783,NULL,OMITTED_NON_NULL
t_58323d4a,started_at,1783820845,1783820845,NULL,OMITTED_NON_NULL
t_58323d4a,completed_at,1783821230,1783821230,NULL,OMITTED_NON_NULL
t_58323d4a,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_58323d4a,last_heartbeat_at,1783821218,1783821218,NULL,OMITTED_NON_NULL
t_567192ce,title,Bounded fix: respec muss due_at-Gate und ausführbare Ersatzkette bewahren,Bounded fix: respec muss due_at-Gate und ausführbare Ersatzkette bewahren,Bounded fix: respec muss due_at-Gate und ausführbare Ersatzkette bewahren,MATCH
t_567192ce,status,done,done,done,MATCH
t_567192ce,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_567192ce,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_567192ce,priority,90,90,NULL,OMITTED_NONZERO
t_567192ce,cost_effective_usd,1.5739399999999997,1.5739399999999997,"$1,57",MATCH
t_567192ce,comment_count,4,4,NULL,OMITTED_NONZERO
t_567192ce,link_parents,0,0,NULL,IMPLICIT_ZERO
t_567192ce,link_children,0,0,NULL,IMPLICIT_ZERO
t_567192ce,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_567192ce,created_at,1783829758,1783829758,NULL,OMITTED_NON_NULL
t_567192ce,started_at,1783829768,1783829768,NULL,OMITTED_NON_NULL
t_567192ce,completed_at,1783831314,1783831314,NULL,OMITTED_NON_NULL
t_567192ce,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_567192ce,last_heartbeat_at,1783831244,1783831244,NULL,OMITTED_NON_NULL
t_6b36bf07,title,Live proof v2 coder: use advisory scout notes,Live proof v2 coder: use advisory scout notes,Live proof v2 coder: use advisory scout notes,MATCH
t_6b36bf07,status,done,done,done,MATCH
t_6b36bf07,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_6b36bf07,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_6b36bf07,priority,85,85,NULL,OMITTED_NONZERO
t_6b36bf07,cost_effective_usd,0.3641993500000001,0.3641993500000001,"$0,36",MATCH
t_6b36bf07,comment_count,3,3,NULL,OMITTED_NONZERO
t_6b36bf07,link_parents,1,1,NULL,OMITTED_NONZERO
t_6b36bf07,link_children,0,0,NULL,IMPLICIT_ZERO
t_6b36bf07,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_6b36bf07,created_at,1783091352,1783091352,NULL,OMITTED_NON_NULL
t_6b36bf07,started_at,1783091430,1783091430,NULL,OMITTED_NON_NULL
t_6b36bf07,completed_at,1783091533,1783091533,NULL,OMITTED_NON_NULL
t_6b36bf07,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_6b36bf07,last_heartbeat_at,1783091497,1783091497,NULL,OMITTED_NON_NULL
t_17adbf07,title,Salvage-Branch 24d785ea gegen Board/Tasks zuordnen und Integrationsentscheidung vorbereiten,Salvage-Branch 24d785ea gegen Board/Tasks zuordnen und Integrationsentscheidung vorbereiten,Salvage-Branch 24d785ea gegen Board/Tasks zuordnen und Integrationsentscheidung vorbereiten,MATCH
t_17adbf07,status,done,done,done,MATCH
t_17adbf07,assignee,research,research,R,PARTIAL_INITIAL_ONLY
t_17adbf07,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_17adbf07,priority,85,85,NULL,OMITTED_NONZERO
t_17adbf07,cost_effective_usd,5.4558365,5.4558365,"$5,46",MATCH
t_17adbf07,comment_count,1,1,NULL,OMITTED_NONZERO
t_17adbf07,link_parents,0,0,NULL,IMPLICIT_ZERO
t_17adbf07,link_children,1,1,1,MATCH
t_17adbf07,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_17adbf07,created_at,1783813799,1783813799,NULL,OMITTED_NON_NULL
t_17adbf07,started_at,1783813940,1783813940,NULL,OMITTED_NON_NULL
t_17adbf07,completed_at,1783814448,1783814448,NULL,OMITTED_NON_NULL
t_17adbf07,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_17adbf07,last_heartbeat_at,1783814443,1783814443,NULL,OMITTED_NON_NULL
t_fe62854e,title,Implement Kimi Usage analog zu Claude/ChatGPT im Statistik-Tab,Implement Kimi Usage analog zu Claude/ChatGPT im Statistik-Tab,Implement Kimi Usage analog zu Claude/ChatGPT im Statistik-Tab,MATCH
t_fe62854e,status,done,done,done,MATCH
t_fe62854e,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_fe62854e,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_fe62854e,priority,80,80,NULL,OMITTED_NONZERO
t_fe62854e,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_fe62854e,comment_count,6,6,NULL,OMITTED_NONZERO
t_fe62854e,link_parents,0,0,NULL,IMPLICIT_ZERO
t_fe62854e,link_children,1,1,1,MATCH
t_fe62854e,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_fe62854e,created_at,1783582877,1783582877,NULL,OMITTED_NON_NULL
t_fe62854e,started_at,1783582919,1783582919,NULL,OMITTED_NON_NULL
t_fe62854e,completed_at,1783585860,1783585860,NULL,OMITTED_NON_NULL
t_fe62854e,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_fe62854e,last_heartbeat_at,1783585715,1783585715,NULL,OMITTED_NON_NULL
t_7fce6dda,title,Lessons-promote Root-Fix auf aktuellem main re-implementieren (self-harvest + archived re-promote + reviewer-triage contract),Lessons-promote Root-Fix auf aktuellem main re-implementieren (self-harvest + archived re-promote + reviewer-triage contract),Lessons-promote Root-Fix auf aktuellem main re-implementieren (self-harvest + archived re-promote + reviewer-triage contract),MATCH
t_7fce6dda,status,done,done,done,MATCH
t_7fce6dda,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_7fce6dda,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_7fce6dda,priority,80,80,NULL,OMITTED_NONZERO
t_7fce6dda,cost_effective_usd,4.3232855,4.3232855,"$4,32",MATCH
t_7fce6dda,comment_count,4,4,NULL,OMITTED_NONZERO
t_7fce6dda,link_parents,1,1,NULL,OMITTED_NONZERO
t_7fce6dda,link_children,1,1,1,MATCH
t_7fce6dda,progress,"{""done"": 0, ""total"": 1}","{""done"": 0, ""total"": 1}",0/1,MATCH
t_7fce6dda,created_at,1783814398,1783814398,NULL,OMITTED_NON_NULL
t_7fce6dda,started_at,1783816922,1783816922,NULL,OMITTED_NON_NULL
